codigo,nombre,codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,tipo_unidad,piso,estado_construccion,nombre_tipologia,total_habitaciones,total_banos,area_libre,area_techada,area_total,estado_comercial,estado_personalizado,codigo_proforma,precio_lista,precio_base_proforma,descuento_venta,precio_venta,precio_m2,fecha_reserva,fecha_separacion,fecha_venta,fecha_entrega,fecha_inicio_independizacion,fecha_fin_independizacion,modalidad_contrato,codigo_externo,fecha_precio_actualizado,moneda_precio_lista,moneda_venta,vcto_garantia_estructural,vcto_garantia_acabados,vcto_garantia_comercial,id,padre_id,fecha_actualizacion,fecha_estimada_entrega,partida_independizacion
COS-906,906,COS,COSMOS,,,departamento flat,9,En planos,6,0.00,0,0.00,64.74,64.74,vendido,,2024-02137,200000.00,184627.95,22155.35,162472.60,2851.84,,2024-08-07,2024-08-29,,,,Compromiso,,,USD,USD,,,,439,,2025-07-10,,
COS-1002,1002,COS,COSMOS,,,departamento flat,10,En planos,8,0.00,0,0.00,66.55,66.55,vendido,,2024-02195,210000.00,188272.92,18827.29,169445.63,2829.04,,2024-08-14,2024-08-29,,,,Compromiso,,,USD,USD,,,,442,,2025-07-10,,
COS-1003,1003,COS,COSMOS,,,departamento flat,10,En planos,7,0.00,0,0.00,74.66,74.66,vendido,,2024-02031,240000.00,222456.60,30845.66,191610.94,2979.60,,2024-06-26,2025-09-11,,,,Compromiso,,,USD,USD,,,,444,,2025-09-11,,
COS-1006,1006,COS,COSMOS,,,departamento flat,10,En planos,6,0.00,0,0.00,65.38,65.38,vendido,,2024-02134,200000.00,168170.65,0.00,168170.65,2572.20,,2024-08-08,2024-09-10,,,,Compromiso,,,USD,USD,,,,446,,2025-07-10,,
COS-1103,1103,COS,COSMOS,,,departamento flat,11,En planos,15,0.00,0,0.00,104.25,104.25,vendido,,2025-00133,280000.00,280000.00,0.00,280000.00,2685.85,,2025-01-21,2025-02-07,,,,Compromiso,,,USD,USD,,,,450,,2025-07-10,,
COS-1105,1105,COS,COSMOS,,,departamento flat,11,En planos,16,0.00,0,0.00,108.60,108.60,vendido,,2024-01298,290000.00,308030.52,0.00,308030.52,2836.38,,2024-03-26,2025-09-12,,,,Compromiso,,,USD,USD,,,,452,,2025-09-12,,
COS-1205,1205,COS,COSMOS,,,departamento flat,12,En planos,16,0.00,0,0.00,107.90,107.90,disponible,,,290700.00,,0.00,0.00,2694.16,,,,,,,Compromiso,,,USD,,,,,457,,2025-07-10,,
COS-1301,1301,COS,COSMOS,,,departamento flat,13,En planos,12,0.00,0,0.00,83.94,83.94,disponible,,,219200.00,,0.00,0.00,2611.39,,,,,,,Compromiso,,,USD,,,,,458,,2025-07-10,,
COS-1302,1302,COS,COSMOS,,,departamento flat,13,En planos,11,0.00,0,0.00,81.36,81.36,vendido,,2025-00627,210000.00,210000.00,16800.00,193200.00,2581.12,,2025-03-30,2025-04-24,,,,Compromiso,,,USD,USD,,,,459,,2025-07-10,,
COS-1303,1303,COS,COSMOS,,,departamento flat,13,En planos,15,0.00,0,0.00,104.25,104.25,vendido,,2025-00194,270000.00,270000.00,13500.00,256500.00,2589.93,,2025-01-29,2025-02-03,,,,Compromiso,,,USD,USD,,,,460,,2025-07-10,,
COS-1304,1304,COS,COSMOS,,,departamento flat,13,En planos,13,0.00,0,0.00,89.67,89.67,disponible,,,246400.00,,0.00,0.00,2747.85,,,,,,,Compromiso,,,USD,,,,,461,,2025-07-10,,
COS-1401,1401,COS,COSMOS,,,departamento flat,14,En planos,12,0.00,0,0.00,83.94,83.94,disponible,,,219200.00,,0.00,0.00,2611.39,,,,,,,Compromiso,,,USD,,,,,463,,2025-07-10,,
COS-1402,1402,COS,COSMOS,,,departamento flat,14,En planos,11,0.00,0,0.00,81.99,81.99,disponible,,,227500.00,,0.00,0.00,2774.73,,,,,,,Compromiso,,,USD,,,,,464,,2025-07-10,,
COS-1404,1404,COS,COSMOS,,,departamento flat,14,En planos,13,0.00,0,0.00,90.71,90.71,disponible,,,249200.00,,0.00,0.00,2747.22,,,,,,,Compromiso,,,USD,,,,,466,,2025-07-10,,
COS-1503,1503,COS,COSMOS,,,departamento flat,15,En planos,15,0.00,0,0.00,104.25,104.25,disponible,,,283600.00,,0.00,0.00,2720.38,,,,,,,Compromiso,,,USD,,,,,470,,2025-07-10,,
COS-1504,1504,COS,COSMOS,,,departamento flat,15,En planos,13,0.00,0,0.00,89.67,89.67,disponible,,,243900.00,,0.00,0.00,2719.97,,,,,,,Compromiso,,,USD,,,,,471,,2025-07-10,,
COS-1505,1505,COS,COSMOS,,,departamento flat,15,En planos,16,0.00,0,0.00,108.60,108.60,disponible,,,286600.00,,0.00,0.00,2639.04,,,,,,,Compromiso,,,USD,,,,,472,,2025-10-03,,
COS-1602,1602,COS,COSMOS,,,departamento flat,16,En planos,11,0.00,0,0.00,82.36,82.36,disponible,,,224100.00,,0.00,0.00,2720.98,,,,,,,Compromiso,,,USD,,,,,474,,2025-07-10,,
COS-1605,1605,COS,COSMOS,,,departamento flat,16,En planos,16,0.00,0,0.00,107.90,107.90,disponible,,,284800.00,,0.00,0.00,2639.48,,,,,,,Compromiso,,,USD,,,,,477,,2025-07-10,,
COS-1701,1701,COS,COSMOS,,,departamento flat,17,En planos,12,0.00,0,0.00,83.94,83.94,disponible,,,217100.00,,0.00,0.00,2586.37,,,,,,,Compromiso,,,USD,,,,,478,,2025-07-10,,
COS-1702,1702,COS,COSMOS,,,departamento flat,17,En planos,11,0.00,0,0.00,82.36,82.36,disponible,,,224100.00,,0.00,0.00,2720.98,,,,,,,Compromiso,,,USD,,,,,479,,2025-07-10,,
COS-1703,1703,COS,COSMOS,,,departamento flat,17,En planos,15,0.00,0,0.00,104.25,104.25,disponible,,,283600.00,,0.00,0.00,2720.38,,,,,,,Compromiso,,,USD,,,,,480,,2025-07-10,,
COS-1704,1704,COS,COSMOS,,,departamento flat,17,En planos,14,0.00,0,0.00,90.13,90.13,proceso de separacion,,2025-02619,230000.00,230000.00,11500.00,218500.00,2551.87,,2025-10-02,,,,,Compromiso,,,USD,USD,,,,481,,2025-10-02,,
COS-1705,1705,COS,COSMOS,,,departamento flat,17,En planos,16,0.00,0,0.00,108.60,108.60,disponible,,,286600.00,,0.00,0.00,2639.04,,,,,,,Compromiso,,,USD,,,,,482,,2025-07-10,,
COS-1801,1801,COS,COSMOS,,,departamento flat,18,En planos,12,0.00,0,0.00,83.94,83.94,disponible,,,217100.00,,0.00,0.00,2586.37,,,,,,,Compromiso,,,USD,,,,,483,,2025-07-10,,
COS-1802,1802,COS,COSMOS,,,departamento flat,18,En planos,11,0.00,0,0.00,81.99,81.99,vendido,,2025-01089,210000.00,210000.00,16800.00,193200.00,2561.29,,2025-05-23,2025-05-26,,,,Compromiso,,,USD,USD,,,,484,,2025-07-10,,
COS-1804,1804,COS,COSMOS,,,departamento flat,18,En planos,14,0.00,0,0.00,90.71,90.71,disponible,,,246700.00,,0.00,0.00,2719.66,,,,,,,Compromiso,,,USD,,,,,486,,2025-07-10,,
COS-1901,1901,COS,COSMOS,,,departamento flat,19,En planos,12,0.00,0,0.00,83.94,83.94,disponible,,,217100.00,,0.00,0.00,2586.37,,,,,,,Compromiso,,,USD,,,,,488,,2025-07-10,,
COS-1903,1903,COS,COSMOS,,,departamento flat,19,En planos,15,0.00,0,0.00,104.25,104.25,disponible,,,283600.00,,0.00,0.00,2720.38,,,,,,,Compromiso,,,USD,,,,,490,,2025-07-10,,
COS-1905,1905,COS,COSMOS,,,departamento flat,19,En planos,16,0.00,0,0.00,108.60,108.60,disponible,,,286600.00,,0.00,0.00,2639.04,,,,,,,Compromiso,,,USD,,,,,492,,2025-07-10,,
COS-2001,2001,COS,COSMOS,,,departamento flat,20,En planos,12,0.00,0,0.00,83.94,83.94,disponible,,,217100.00,,0.00,0.00,2586.37,,,,,,,Compromiso,,,USD,,,,,493,,2025-10-03,,
COS-2002,2002,COS,COSMOS,,,departamento flat,20,En planos,11,0.00,0,0.00,82.36,82.36,disponible,,,224100.00,,0.00,0.00,2720.98,,,,,,,Compromiso,,,USD,,,,,494,,2025-07-10,,
COS-2003,2003,COS,COSMOS,,,departamento flat,20,En planos,15,0.00,0,0.00,102.75,102.75,disponible,,,279600.00,,0.00,0.00,2721.17,,,,,,,Compromiso,,,USD,,,,,495,,2025-10-21,,
COS-2004,2004,COS,COSMOS,,,departamento flat,20,En planos,14,0.00,0,0.00,91.39,91.39,vendido,,2025-01022,230000.00,230000.00,18400.00,211600.00,2516.69,,2025-03-16,2025-06-16,,,,Compromiso,,,USD,USD,,,,496,,2025-07-10,,
COS-2005,2005,COS,COSMOS,,,departamento flat,20,En planos,16,0.00,0,0.00,107.90,107.90,disponible,,,284800.00,,0.00,0.00,2639.48,,,,,,,Compromiso,,,USD,,,,,497,,2025-10-14,,
COS-2101,2101,COS,COSMOS,,,departamento flat,21,En planos,12,0.00,0,0.00,83.94,83.94,disponible,,,217100.00,,0.00,0.00,2586.37,,,,,,,Compromiso,,,USD,,,,,498,,2025-08-20,,
COS-2102,2102,COS,COSMOS,,,departamento flat,21,En planos,11,0.00,0,0.00,82.36,82.36,disponible,,,224100.00,,0.00,0.00,2720.98,,,,,,,Compromiso,,,USD,,,,,499,,2025-07-10,,
COS-2103,2103,COS,COSMOS,,,departamento flat,21,En planos,15,0.00,0,0.00,104.25,104.25,disponible,,,283600.00,,0.00,0.00,2720.38,,,,,,,Compromiso,,,USD,,,,,500,,2025-07-10,,
COS-2105,2105,COS,COSMOS,,,departamento flat,21,En planos,16,0.00,0,0.00,108.60,108.60,disponible,,,286600.00,,0.00,0.00,2639.04,,,,,,,Compromiso,,,USD,,,,,502,,2025-07-10,,
COS-2201,2201,COS,COSMOS,,,departamento flat,22,En planos,12,0.00,0,0.00,83.94,83.94,vendido,,2025-02103,217100.00,217100.00,8600.00,208500.00,2586.37,,2025-08-23,2025-10-19,,,,Compromiso,,,USD,USD,,,,503,,2025-10-19,,
COS-2202,2202,COS,COSMOS,,,departamento flat,22,En planos,11,0.00,0,0.00,81.99,81.99,disponible,,,223000.00,,0.00,0.00,2719.84,,,,,,,Compromiso,,,USD,,,,,504,,2025-07-10,,
COS-2302,2302,COS,COSMOS,,,departamento flat,23,En planos,8,0.00,0,0.00,66.55,66.55,vendido,,2024-00529,210000.00,198653.84,0.00,198653.84,2985.03,,2024-02-10,2024-02-21,,,,Compromiso,,,USD,USD,,,,509,,2025-07-10,,
COS-2307,2307,COS,COSMOS,,,departamento flat,23,En planos,5,0.00,0,0.00,61.25,61.25,vendido,,2024-02018,180000.00,173152.98,8657.65,164495.33,2826.99,,2024-02-17,2024-02-29,,,,Compromiso,,,USD,USD,,,,510,,2025-07-10,,
COS-2303,2303,COS,COSMOS,,,penthouse,23,En planos,20,0.00,0,44.00,100.33,144.33,vendido,,2025-01487,360000.00,360000.00,25000.00,335000.00,2494.28,,2025-06-27,2025-08-05,,,,Compromiso,,,USD,USD,,,,511,,2025-08-05,,
COS-2305,2305,COS,COSMOS,,,penthouse,23,En planos,19,0.00,0,46.08,94.55,140.63,disponible,,,326300.00,,0.00,0.00,2320.27,,,,,,,Compromiso,,,USD,,,,,513,,2025-07-10,,
COS-E01,ES-01,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,14.25,14.25,no disponible,,,15000.00,0.00,0.00,0.00,1052.63,,,,,,,Compromiso,,,USD,,,,,515,,2025-07-10,,
COS-E03,ES-03,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,21.33,21.33,vendido,,2024-01298,17500.00,15750.00,0.00,15750.00,738.40,,2024-03-26,2025-09-12,,,,Compromiso,,,USD,USD,,,,517,,2025-09-12,,
COS-E04,ES-04,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,13.81,13.81,vendido,,2025-00855,15000.00,15000.00,0.00,15000.00,1086.17,,2025-04-30,2025-06-24,,,,Compromiso,,,USD,USD,,,,518,,2025-07-10,,
COS-E05,ES-05,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,12.85,12.85,no disponible,,,15000.00,0.00,0.00,0.00,1167.32,,,,,,,Compromiso,,,USD,,,,,519,,2025-08-25,,
COS-E08,ES-08,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,21.65,21.65,vendido,,2024-01934,17500.00,17500.00,1678.21,15821.79,808.31,,2024-06-26,2024-07-15,,,,Compromiso,,,USD,USD,,,,522,,2025-07-10,,
COS-E09,ES-09,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,15.42,15.42,vendido,,2024-02181,15500.00,15500.00,1860.00,13640.00,1005.19,,2024-08-07,2024-08-26,,,,Compromiso,,,USD,USD,,,,523,,2025-07-10,,
COS-E10,ES-10,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,14.18,14.18,vendido,,2025-00194,15000.00,15000.00,0.00,15000.00,1057.83,,2025-01-29,2025-02-03,,,,Compromiso,,,USD,USD,,,,524,,2025-07-10,,
COS-E12,ES-12,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,14.44,14.44,vendido,,2024-01692,15000.00,15000.00,0.00,15000.00,1038.78,,2024-06-11,2025-10-06,,,,Compromiso,,,USD,USD,,,,526,,2025-10-06,,
COS-E13,ES-13,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,18.05,18.05,vendido,,2024-01692,15500.00,15500.00,0.00,15500.00,858.73,,2024-06-11,2025-10-06,,,,Compromiso,,,USD,USD,,,,527,,2025-10-06,,
COS-E14,ES-14,COS,COSMOS,,,estacionamiento simple,-1,En planos,Estacionamiento Simple,0.00,0,0.00,17.37,17.37,proceso de separacion,,2024-02381,15000.00,15000.00,0.00,15000.00,863.56,,2024-09-09,,,,,Compromiso,,,USD,USD,,,,528,,2025-07-10,,
COS-E15,ES-15,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,16.67,16.67,disponible,,,15000.00,,0.00,0.00,899.82,,,,,,,Compromiso,,,USD,,,,,529,,2025-07-10,,
COS-E17,ES-17,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,14.44,14.44,vendido,,2024-02179,15000.00,15000.00,1800.00,13200.00,1038.78,,2024-08-07,2024-08-26,,,,Compromiso,,,USD,USD,,,,531,,2025-07-10,,
COS-E18,ES-18,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,16.32,16.32,vendido,,2025-00839,15000.00,15000.00,1000.00,14000.00,919.12,,2025-04-29,2025-07-03,,,,Compromiso,,,USD,USD,,,,532,,2025-07-10,,
COS-E21,ES-21,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,21.47,21.47,disponible,,,17500.00,,0.00,0.00,815.09,,,,,,,Compromiso,,,USD,,,,,535,,2025-07-10,,
COS-E22,ES-22,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,24.78,24.78,vendido,,2023-02540,17000.00,17000.00,0.00,17000.00,686.04,,2023-10-19,2025-09-11,,,,Compromiso,,,USD,USD,,,,536,,2025-09-11,,
COS-E26,ES-26,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,25.67,25.67,disponible,,,17500.00,,0.00,0.00,681.73,,,,,,,Compromiso,,,USD,,,,,540,,2025-07-10,,
COS-E29,ES-29,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,14.18,14.18,disponible,,,15000.00,,0.00,0.00,1057.83,,,,,,,Compromiso,,,USD,,,,,543,,2025-07-10,,
COS-E30,ES-30,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,16.31,16.31,disponible,,,15000.00,,0.00,0.00,919.68,,,,,,,Compromiso,,,USD,,,,,544,,2025-07-10,,
COS-E31,ES-31,COS,COSMOS,,,estacionamiento simple,-2,En planos,Estacionamiento Simple,0.00,0,0.00,14.68,14.68,disponible,,,15000.00,,0.00,0.00,1021.80,,,,,,,Compromiso,,,USD,,,,,545,,2025-07-10,,
COS-E36,ES-36,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,14.44,14.44,vendido,,2025-01089,14000.00,14000.00,0.00,14000.00,969.53,,2025-05-23,2025-05-26,,,,Compromiso,,,USD,USD,,,,549,,2025-07-10,,
COS-E39,ES-39,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,14.71,14.71,vendido,,2025-01022,14000.00,14000.00,0.00,14000.00,951.73,,2025-03-16,2025-06-16,,,,Compromiso,,,USD,USD,,,,552,,2025-07-10,,
COS-E40,ES-40,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,21.47,21.47,vendido,,2024-02145,15000.00,15000.00,5000.00,10000.00,698.65,,2024-01-30,2024-02-04,,,,Compromiso,,,USD,USD,,,,553,,2025-07-10,,
COS-E43,ES-43,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,12.85,12.85,disponible,,,14000.00,,0.00,0.00,1089.49,,,,,,,Compromiso,,,USD,,,,,556,,2025-07-10,,
COS-E45,ES-45,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,25.67,25.67,disponible,,,17000.00,,0.00,0.00,662.25,,,,,,,Compromiso,,,USD,,,,,558,,2025-10-21,,
COS-E46,ES-46,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,21.95,21.95,disponible,,,16500.00,,0.00,0.00,751.71,,,,,,,Compromiso,,,USD,,,,,559,,2025-07-10,,
COS-E47,ES-47,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,14.51,14.51,vendido,,2025-00672,14000.00,14000.00,0.00,14000.00,964.85,,2025-04-04,2025-04-24,,,,Compromiso,,,USD,USD,,,,560,,2025-07-10,,
COS-E48,ES-48,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,14.18,14.18,vendido,,2025-00672,14000.00,14000.00,0.00,14000.00,987.31,,2025-04-04,2025-04-24,,,,Compromiso,,,USD,USD,,,,561,,2025-07-10,,
COS-E50,ES-50,COS,COSMOS,,,estacionamiento simple,-3,En planos,Estacionamiento Simple,0.00,0,0.00,14.68,14.68,disponible,,,14000.00,,0.00,0.00,953.68,,,,,,,Compromiso,,,USD,,,,,563,,2025-07-10,,
COS-E53,ES-53,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,16.67,16.67,vendido,,2024-01296,14000.00,14000.00,700.00,13300.00,839.83,,2024-03-16,2025-10-19,,,,Compromiso,,,USD,USD,,,,565,,2025-10-19,,
COS-E54,ES-54,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,17.45,17.45,disponible,,,14500.00,,0.00,0.00,830.95,,,,,,,Compromiso,,,USD,,,,,566,,2025-07-10,,
COS-E55,ES-55,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,14.44,14.44,disponible,,,14000.00,,0.00,0.00,969.53,,,,,,,Compromiso,,,USD,,,,,567,,2025-07-10,,
COS-E56,ES-56,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,16.32,16.32,disponible,,,14000.00,,0.00,0.00,857.84,,,,,,,Compromiso,,,USD,,,,,568,,2025-07-10,,
COS-E58,ES-58,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,14.71,14.71,disponible,,,14000.00,,0.00,0.00,951.73,,,,,,,Compromiso,,,USD,,,,,570,,2025-07-10,,
COS-E59,ES-59,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,21.47,21.47,disponible,,,16500.00,,0.00,0.00,768.51,,,,,,,Compromiso,,,USD,,,,,571,,2025-07-10,,
COS-E60,ES-60,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,24.78,24.78,disponible,,,16500.00,,0.00,0.00,665.86,,,,,,,Compromiso,,,USD,,,,,572,,2025-07-10,,
COS-E62,ES-62,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,12.85,12.85,disponible,,,14000.00,,0.00,0.00,1089.49,,,,,,,Compromiso,,,USD,,,,,574,,2025-07-10,,
COS-E65,ES-65,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,21.95,21.95,disponible,,,16000.00,,0.00,0.00,728.93,,,,,,,Compromiso,,,USD,,,,,577,,2025-07-10,,
COS-E66,ES-66,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,14.51,14.51,disponible,,,14000.00,,0.00,0.00,964.85,,,,,,,Compromiso,,,USD,,,,,578,,2025-07-10,,
COS-E68,ES-68,COS,COSMOS,,,estacionamiento simple,-4,En planos,Estacionamiento Simple,0.00,0,0.00,16.31,16.31,disponible,,,14000.00,,0.00,0.00,858.37,,,,,,,Compromiso,,,USD,,,,,580,,2025-07-10,,
COS-E73,ES-73,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,17.45,17.45,vendido,,2024-02775,13500.00,13500.00,0.00,13500.00,773.64,,2024-11-13,2025-03-17,,,,Compromiso,,,USD,USD,,,,584,,2025-07-10,,
COS-E74,ES-74,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,14.44,14.44,disponible,,,13000.00,,0.00,0.00,900.28,,,,,,,Compromiso,,,USD,,,,,585,,2025-10-06,,
COS-E76,ES-76,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,14.18,14.18,vendido,,2025-02439,13000.00,13000.00,0.00,13000.00,916.78,,2025-09-15,2025-09-30,,,,Compromiso,,,USD,USD,,,,587,,2025-09-30,,
COS-E79,ES-79,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,24.78,24.78,disponible,,,15000.00,,0.00,0.00,605.33,,,,,,,Compromiso,,,USD,,,,,590,,2025-07-10,,
COS-E82,ES-82,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,15.64,15.64,disponible,,,13000.00,,0.00,0.00,831.20,,,,,,,Compromiso,,,USD,,,,,593,,2025-07-10,,
COS-E83,ES-83,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,25.67,25.67,vendido,,2024-02031,15000.00,15000.00,0.00,15000.00,584.34,,2024-06-26,2025-09-11,,,,Compromiso,,,USD,USD,,,,594,,2025-09-11,,
COS-E85,ES-85,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,14.51,14.51,disponible,,,13000.00,,0.00,0.00,895.93,,,,,,,Compromiso,,,USD,,,,,596,,2025-07-10,,
COS-E88,ES-88,COS,COSMOS,,,estacionamiento simple,-5,En planos,Estacionamiento Simple,0.00,0,0.00,14.68,14.68,disponible,,,13000.00,,0.00,0.00,885.56,,,,,,,Compromiso,,,USD,,,,,599,,2025-07-10,,
COS-E92,ES-92,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,16.67,16.67,vendido,,2024-02740,13000.00,13000.00,0.00,13000.00,779.84,,2024-11-08,2024-12-16,,,,Compromiso,,,USD,USD,,,,602,,2025-07-10,,
COS-E93,ES-93,COS,COSMOS,,,estacionamiento doble,-6,En planos,Estacionamiento Doble,0.00,0,0.00,37.65,37.65,disponible,,,19000.00,,0.00,0.00,504.65,,,,,,,Compromiso,,,USD,,,,,603,,2025-07-10,,
COS-E95,ES-95,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,14.44,14.44,vendido,,2024-02843,13000.00,13000.00,0.00,13000.00,900.28,,2024-11-29,2025-03-17,,,,Compromiso,,,USD,USD,,,,605,,2025-07-10,,
COS-E96,ES-96,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,16.32,16.32,vendido,,2025-00196,13000.00,13000.00,0.00,13000.00,796.57,,2024-12-16,2025-03-31,,,,Compromiso,,,USD,USD,,,,606,,2025-07-10,,
COS-E100,ES-100,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,24.78,24.78,vendido,,2025-01016,15000.00,15000.00,0.00,15000.00,605.33,,2025-05-14,2025-08-22,,,,Compromiso,,,USD,USD,,,,610,,2025-08-22,,
COS-E102,ES-102,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,12.85,12.85,disponible,,,13000.00,,0.00,0.00,1011.67,,,,,,,Compromiso,,,USD,,,,,612,,2025-07-10,,
COS-E103,ES-103,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,15.64,15.64,disponible,,,13000.00,,0.00,0.00,831.20,,,,,,,Compromiso,,,USD,,,,,613,,2025-07-10,,
COS-E105,ES-105,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,21.95,21.95,disponible,,,15000.00,,0.00,0.00,683.37,,,,,,,Compromiso,,,USD,,,,,615,,2025-07-10,,
COS-E107,ES-107,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,14.18,14.18,disponible,,,13000.00,,0.00,0.00,916.78,,,,,,,Compromiso,,,USD,,,,,617,,2025-07-10,,
COS-E110,ES-110,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,17.81,17.81,disponible,,,13500.00,,0.00,0.00,758.00,,,,,,,Compromiso,,,USD,,,,,620,,2025-07-10,,
COS-E111,ES-111,COS,COSMOS,,,estacionamiento simple,-6,En planos,Estacionamiento Simple,0.00,0,0.00,20.39,20.39,disponible,,,13500.00,,0.00,0.00,662.09,,,,,,,Compromiso,,,USD,,,,,621,,2025-07-10,,
COS-E115,ES-115,COS,COSMOS,,,estacionamiento simple,-7,En planos,Estacionamiento Simple,0.00,0,0.00,17.45,17.45,disponible,,,12300.00,,0.00,0.00,704.87,,,,,,,Compromiso,,,USD,,,,,624,,2025-07-10,,
COS-E116,ES-116,COS,COSMOS,,,estacionamiento simple,-7,En planos,Estacionamiento Simple,0.00,0,0.00,14.44,14.44,disponible,,,12000.00,,0.00,0.00,831.02,,,,,,,Compromiso,,,USD,,,,,625,,2025-07-10,,
COS-E118,ES-118,COS,COSMOS,,,estacionamiento simple,-7,En planos,Estacionamiento Simple,0.00,0,0.00,14.18,14.18,disponible,,,12000.00,,0.00,0.00,846.26,,,,,,,Compromiso,,,USD,,,,,627,,2025-07-10,,
COS-E119,ES-119,COS,COSMOS,,,estacionamiento simple,-7,En planos,Estacionamiento Simple,0.00,0,0.00,14.71,14.71,vendido,,2025-02057,12000.00,12000.00,0.00,12000.00,815.77,,2025-08-15,2025-08-31,,,,Compromiso,,,USD,USD,,,,628,,2025-08-31,,
